brand,car_model,datatime,datetime,desc,id,problem,status,type
东风标致,标致5008,2020-06-22,,东风标致5008轮毂氧化严重希望厂家处理,487183,"H243,",处理反馈,2017款 350THP 精英版 7座
广汽本田,奥德赛,2020-06-22,,广汽本田奥德赛开空调时吹出白色粉末,487180,"H101,",处理反馈,2017款 2.4L CVT 智享版
上汽大众,凌渡,2020-06-22,,上汽大众凌渡变速箱异响换挡困难,487173,"B33,B20,",信息审核,2019款 280TSI DSG 舒适版 国VI
东风标致,标致5008,2020-06-22,,东风标致5008电尾门开关故障希望厂家处理,487171,"H68,",处理反馈,2017款 380THP 豪华GT版 7座
云度新能源,云度π1,2020-06-22,,云度π1刹车变硬希望厂家退车处理,487170,"E333,",信息审核,2017款 城际乐派型
吉利汽车,缤越,2020-06-22,,吉利缤越4S店安装原车挡泥板擅自损坏车体,487169,"J299,O305,",处理反馈,2019款 260T DCT 游侠 运动款 国V
一汽-大众奥迪,奥迪A6L,2020-06-22,,一汽大众奥迪A6L车身天窗发动机异响,487168,"A9,H15,H89,",信息审核,2019款 40 TFSI 豪华动感型
SWM斯威汽车,SWM斯威X7,2020-06-22,,斯威X7发动机油耗高希望尽快得到处理,487163,"A85,",信息审核,2017款 1.5T 自动 智享型 7座
吉利汽车,缤越,2020-06-22,,吉利缤越刹车异响 车机系统故障,487162,"E43,H155,",处理反馈,2019款 260T DCT 游侠 国VI
上汽斯柯达,晶锐,2020-06-22,,斯柯达晶锐空调不制冷多次维修没结果,487159,"H101,J298,",信息审核,2017款 1.4L 自动 车享版
吉利汽车,帝豪,2020-06-22,,吉利帝豪大灯进水严重希望尽快处理,487158,"H88,",处理反馈,2017款 1.5L 手动 向上版 三厢 百万款
广汽丰田,雷凌,2020-06-22,,广汽丰田雷凌发动机烧机油希望处理,487156,"A63,",处理反馈,2017款 185T CVT 精英版 国V 改款
一汽-大众,探岳,2020-06-22,,一汽大众探岳经销商将展车当做新车出售,487152,"M279,",处理反馈,2020款 330TSI 两驱 豪华智联版
雷克萨斯,雷克萨斯NX,2020-06-22,,雷克萨斯NX导航不灵敏 更新不及时,487148,"H21,",厂家受理,2018款 300h 前驱 锋尚版 国VI
众泰汽车,众泰SR7,2020-06-22,,众泰SR7车内中控台以及车门严重异响,487147,"H72,H93,",处理反馈,2017款 1.5T CVT 魔方之路版
奥迪（进口）,奥迪e-tron（进口）,2020-06-22,,奥迪(进口)e-tron充电桩少续航与宣传不符,487146,"H340,M279,O347,",信息审核,2019款 55 quattro 全球限量版Edition 1
一汽-大众奥迪,奥迪A6L,2020-06-22,,一汽大众奥迪A4L轮毂变形4S店不给保修,487142,"H243,I297,",信息审核,2019款 45 TFSI 臻选动感型
猎豹汽车,猎豹CS10,2020-06-22,,猎豹CS10行驶中车门异响 发动机异响,487140,"A9,H72,",信息审核,2015款 2.0T 手动 卓越版
力帆汽车,轩朗,2020-06-22,,力帆轩朗离合器损坏发动机有焊接痕迹,487139,"A235,C17,H78,H48,H197,I297,",信息审核,2017款 2.0L 手动 舒适型
东风标致,标致4008,2020-06-22,,东风标致4008加速无力发动机故障灯亮,487138,"A34,A160,I297,",处理反馈,2018款 350THP 精英版
一汽-大众,探岳,2020-06-22,,一汽大众探岳换挡时变速箱顿挫有异响,487136,"B33,B19,",处理反馈,2019款 330TSI 两驱 豪华型 国Ⅵ
广汽丰田,汉兰达,2020-06-22,,广汽丰田汉兰达漆面龟裂希望厂家处理,487135,"H81,",信息审核,2017款 2.0T 四驱 豪华导航版 7座
上汽大众,途昂X,2020-06-22,,上汽大众途昂X发动机自动启停功能故障,487131,"A24,H263,",信息审核,2019款 530 V6 四驱 尊崇旗舰版
雷克萨斯,雷克萨斯ES,2020-06-22,,雷克萨斯ES天窗玻璃爆裂存在质量问题,487130,"H113,",厂家受理,2015款 2.0L 自动  精英版 ES 200
广汽三菱,欧蓝德,2020-06-22,,广汽三菱欧蓝德车辆事故后安全气囊未打开,487129,"H55,",厂家受理,2019款 2.4L 四驱 致享版 7座 国VI
东风标致,标致3008,2020-06-22,,东风标致3008多次在行驶过程中突然熄火,487128,"A14,",处理反馈,2015款 1.6THP 自动 潮流版
一汽-大众,C-TREK蔚领,2020-06-22,,一汽大众蔚领高速时踩刹车方向盘抖动,487127,"D80,",处理反馈,2017款 230TSI 自动 舒适型
东风标致,标致3008,2020-06-22,,东风标致3008节温器故障导致发动机故障灯亮,487126,"A34,A191,",用户评分,2015款 1.6THP 自动 潮流版
一汽-大众,速腾,2020-06-22,,一汽大众速腾发动机变速箱离合器抖动,487121,"A24,B95,C87,",处理反馈,2018款 280TSI 双离合 舒适型
沃尔沃亚太,沃尔沃S90,2020-06-22,,亚太沃尔沃S90低频噪音大共振严重	,487119,"H268,",信息审核,2019款 T5 智逸版
长安马自达,马自达3 昂克赛拉,2020-06-22,,长安马自达昂克赛拉中控台屏幕脱胶严重,487118,"H134,H168,",处理反馈,2016款 1.5L 自动 豪华型 三厢
猎豹汽车,猎豹CS10,2020-06-22,,猎豹CS10制动效果极差导致发生事故,487114,"E269,",信息审核,2015款 2.0T 手动 卓越版
一汽-大众,T-ROC探歌,2020-06-22,,一汽大众探歌高压油泵异响严重希望厂家处理,487111,"H78,",处理反馈,2019款 230TSI DSG 两驱 进取型 国V
北京奔驰,奔驰C级,2020-06-22,,北京奔驰C级新车交付时车漆被剐蹭,487110,"J299,",信息审核,2020款 C 260 L 运动版
东风日产,骐达TIIDA,2020-06-22,,东风日产骐达悬架生锈腐蚀存在安全隐患,487108,"H79,",处理反馈,2019款 1.6L CVT 智尊版 国Ⅵ
雷克萨斯,雷克萨斯CT,2020-06-22,,雷克萨斯CT大灯灯罩内部出现密集气泡,487106,"H220,I295,I297,I293,",厂家受理,2017款 CT200h 精英版 单色 国VI
东风雪铁龙,雪铁龙C4L,2020-06-22,,东风雪铁龙C4L方向盘上下左右晃动,487103,"D80,",用户评分,2014款 1.8L 自动 智驱版 劲享型
上汽大众,朗逸,2020-06-22,,上汽大众朗逸韩泰轮胎开裂存在安全隐患,487102,"F100,",处理反馈,2017款 1.6L 自动 舒适版
东风日产,天籁,2020-06-22,,东风日产天籁变速箱漏油 发动机烧机油,487101,"A63,B22,D58,",处理反馈,2013款 2.0L XL 舒适版
一汽-大众,速腾,2020-06-22,,一汽大众速腾空调出风口损坏存在质量问题,487099,"H168,",处理反馈,2018款 280TSI 双离合 舒适型
吉利新能源,星越新能源,2020-06-22,,吉利星越车机系统升级后卡顿问题未能解决,487096,"O348,",用户评分,2019款 400T 驭星者 纯电动续航80KM
奇瑞汽车,瑞虎5,2020-06-22,,奇瑞瑞虎5实车信息与厂家系统不符,487095,"M279,",厂家受理,2017款 1.5T CVT 舒适版
长城汽车,哈弗H2s,2020-06-22,,哈弗H2s转向拉杆生锈掉漆希望处理,487092,"H79,",处理反馈,2018款 1.5T 双离合 精英型 红标
长安马自达,马自达CX-5,2020-06-22,,长安马自达CX-5安全带损伤4S店使用旧件,487090,"H118,N316,",信息审核,2020款 2.0L 自动 两驱 智尊型
吉利汽车,星越,2020-06-22,,吉利星越车机黑屏版本与宣传不符,487083,"H155,M279,",处理反馈,2019款 350T 暗夜骑士限量版
长城汽车,长城C30,2020-06-22,,长城C30车身漆面生锈4S店不解决,487082,"H79,I295,",处理反馈,2013款 1.5L 手动 豪华型
一汽-大众,宝来,2020-06-22,,一汽大众宝来车漆起泡掉漆影响美观,487080,"H81,",处理反馈,2019款 改款 1.5L 自动 舒适型 国VI
东风标致,标致408,2020-06-22,,东风标致408发动机烧机油严重希望处理,487077,"A63,",处理反馈,2014款 1.8L 自动 豪华版
江淮汽车,瑞风S2,2020-06-22,,江淮瑞风S2刹车异响方向盘晃动严重,487074,"D265,E43,",用户评分,2015款 1.5L 手动 豪华智能型
一汽大众,捷达VS5,2020-06-22,,一汽大众捷达VS5发动机舱进水涡轮生锈,487072,"H93,H109,",处理反馈,2019款 280TSI 自动 悦享型
一汽-大众奥迪,奥迪A3,2020-06-22,,一汽大众奥迪A3空调出风口经常不出风,487071,"H101,J298,",信息审核,2017款 Limousine 1.4T 双离合 时尚型
东风标致,标致301,2020-06-22,,东风标致标致301三元催化器老化4S店拒赔,487070,"H54,",处理反馈,2018款 1.6L 自动 舒适版
一汽丰田,卡罗拉,2020-06-22,,一汽丰田卡罗拉方向盘异响沉重 座垫塌陷,487069,"D59,D156,H169,",信息审核,2014款 1.6L CVT GL-i真皮版
华晨宝马,宝马5系,2020-06-22,,华晨宝马5系天窗和前挡风玻璃爆裂,487058,"H113,",处理反馈,2020款 525Li M运动套装
上汽大众,途观L,2020-06-22,,上汽大众途观L下雨时天窗处出现漏水现象,487057,"H90,",信息审核,2019款 改款 330TSI 自动 两驱 智动豪华版 国VI
吉利汽车,星越,2020-06-22,,吉利星越车机出现死机现象系统与宣传不符,487055,"H155,M279,",用户评分,2019款 350T 暗夜骑士限量版
长城汽车,WEY P8,2020-06-22,,WEY P8配件质量差导致频繁故障,487053,"J298,N317,",处理反馈,2018款 2.0T 旗舰型
吉利汽车,熊猫,2020-06-22,,吉利熊猫转向机故障要求尽快处理,487051,"D265,",用户评分,2009款 1.3L 手动 灵动版
奔驰（进口）,奔驰S级,2020-06-22,,进口奔驰S级发动机水温高一直未解决,487042,"A191,",信息审核,2019款 S 320 L
上汽斯柯达,柯迪亚克,2020-06-22,,斯柯达柯迪亚克厂家置换补贴未兑现	,487041,"L313,",信息审核,2019款 TSI330 两驱 舒适版 5座 国VI
吉利汽车,星越,2020-06-22,,吉利星越车机系统升级后死机并且卡滞,487040,"H155,O348,",处理反馈,2019款 350T 耀星者
东风日产,逍客,2020-06-22,,东风日产逍客变速箱阀体故障要求尽快解决,487039,"B84,",用户评分,2016款 2.0L CVT 豪华版
广汽本田,锋范,2020-06-22,,广汽本田锋范发动机冷启动异响要求厂家保修,487037,"A9,",处理反馈,2015款 1.5L CVT 豪华版
上汽大众,凌渡,2020-06-22,,上汽大众凌渡车内一直存在浓重的异味,487036,"H185,",信息审核,2015款 330TSI DSG 舒适版
一汽吉林,森雅R9,2020-06-22,,一汽吉林森雅R9发动机故障灯亮 售后无配件,487031,"A34,H170,N318,",信息审核,2018款 1.2T 自动 豪华智尚型
长安汽车,长安CS55,2020-06-22,,长安CS55车门掉漆 主驾驶门框胶条老化,487030,"H81,H48,",处理反馈,2018款 1.5T 自动 炫色型 国V
奇瑞汽车,捷途X70,2020-06-22,,奇瑞捷途X70变速箱电脑插头密封不严,487029,"H110,I297,",处理反馈,2020款 1.5T DCT 悦行版 6座
华晨宝马,宝马5系,2020-06-22,,华晨宝马5系车身稳定系统故障导致故障灯亮,487021,"H170,",处理反馈,2020款 530Li 尊享型 M运动套装
东风标致,标致308,2020-06-22,,东风标致308变速箱顿挫要求厂家给予保修,487018,"B19,B96,",处理反馈,2013款 1.6L 自动 优尚型
上汽斯柯达,晶锐,2020-06-22,,斯柯达晶锐后门升降器损坏厂未处理,487017,"H67,I295,",信息审核,2017款 1.4L 自动 车享版
广汽本田,雅阁,2020-06-22,,广汽本田雅阁动力电池冷却系统失效,487014,"H345,",处理反馈,2018款 2.0L 锐领版 锐·混动 国VI
吉利汽车,星越,2020-06-22,,吉利星越车机与宣传不符系统升级未通知,487013,"I294,M279,O296,",处理反馈,2019款 350T 暗夜骑士限量版
广汽丰田,凯美瑞,2020-06-22,,广汽丰田凯美瑞左右半轴防尘套漏油严重,487009,"G161,",处理反馈,2015款 2.0G 自动 领先版
吉利汽车,远景,2020-06-22,,吉利远景新车不带胎压显示功能厂家减配,487008,"Q350,",用户评分,2020款 1.5L 手动 亚运版
奇瑞汽车,捷途X70,2020-06-22,,捷途X70悬挂及B柱异响 天窗开关失灵,487003,"G52,H15,H192,",处理反馈,2018款 1.5T 自动 悦行版
广汽乘用车,传祺GS5,2020-06-22,,广汽传祺GS5变速箱顿挫严重中控屏幕黑屏,486991,"B19,E43,H134,I295,I293,",处理反馈,2019款 270T 自动 豪华版
MINI,MINI,2020-06-22,,MINI天窗开关故障导致车内积水严重,486981,"H192,",信息审核,2019款 1.5T COOPER 经典派
吉利汽车,帝豪,2020-06-22,,吉利帝豪车门生锈 漆面鼓包 要求处理,486980,"H79,H81,",处理反馈,2018款 1.5L CVT 豪华型
长安马自达,马自达3 昂克赛拉,2020-06-22,,长安马自达昂克赛拉扶手箱异响播放音乐卡顿,486974,"H134,H81,H164,",处理反馈,2020款 2.0L 自动 质豪版
一汽-大众,速腾,2020-06-22,,一汽大众速腾方向盘出现脱皮现象,486972,"H168,",处理反馈,2018款 280TSI DSG熠动版
上汽集团,名爵6,2020-06-22,,上汽名爵6变速箱顿挫异响存在质量问题,486970,"B33,B19,",处理反馈,2017款 20T 自动 豪华智联版 国V
宝马（进口）,宝马X5 M,2020-06-22,,宝马X5M发动机故障行驶熄火厂家不保修,486968,"A14,A44,I295,I297,",处理反馈,2015款 4.4T
上汽大众,途岳,2020-06-22,,上汽大众途岳韩泰轮胎开裂现象严重,486966,"F100,",信息审核,2019款 280TSI 两驱 豪华版 国VI
一汽解放,解放J6P,2020-06-22,,一汽解放J6P卸货过程前置顶折断 车厢侧翻,486965,"G230,",信息审核,2011款 解放J6P 9.0 集装箱 半挂 牵引汽车 CA4250P66K24T1A1 EX型
广汽本田,雅阁,2020-06-22,,广汽本田雅阁后备箱与翼子板接缝处未喷漆,486964,"H81,",处理反馈,2018款 260TURBO 精英版 国VI
北京现代,逸行,2020-06-22,,北京现代逸行导航故障4S店不给保修,486963,"H21,I295,I297,J298,",用户评分,2018款 1.4T 双离合 逸尚型 国V
一汽-大众奥迪,奥迪Q5,2020-06-22,,一汽大众奥迪Q5节温器和冷却水壶漏防冻液,486962,"A37,",信息审核,2016款 40 TFSI 技术型
几何汽车,几何A,2020-06-22,,几何A终身免费道路救援承诺不兑现,486961,"L314,",信息审核,2019款 高维标准续航幂方版
一汽丰田,奕泽IZOA,2020-06-22,,一汽丰田奕泽销售人员故意刁难拒绝维修保养,486960,"I295,I282,",信息审核,2018款 2.0L 奕驰版 国VI
吉利汽车,帝豪,2020-06-22,,吉利帝豪中控台异响 方向盘异响厂家不处理,486959,"D59,H93,I295,",处理反馈,2018款 1.5L CVT 向上互联版
沃尔沃亚太,沃尔沃S60,2020-06-22,,亚太沃尔沃S60倍耐力轮胎鼓包质量差,486958,"F39,",处理反馈,2020款 T3 智行豪华版
吉利汽车,博越,2020-06-22,,吉利博越实车没有前雾灯与厂家宣传不符,486957,"M279,",处理反馈,2020款 1.8TD DCT 智尊PRO
广汽本田,飞度,2020-06-22,,广汽本田飞度发动机冷启动异响严重,486951,"A9,",用户评分,2014款 1.5L CVT SE时尚型
一汽-大众,CC,2020-06-22,,一汽大众CC反光镜自动收回行车雷达故障,486948,"H68,H82,H170,H211,I295,J298,M284,",处理反馈,2018款 1.8TSI 豪华型
一汽-大众,宝来,2020-06-22,,一汽大众宝来刹车异响维修未解决问题,486947,"E43,",处理反馈,2020款 1.5L 自动 精英型
一汽奔腾,奔腾X40,2020-06-22,,一汽奔腾X40发动机缸盖损坏4S店不予保修,486934,"A24,A163,A160,I297,J298,Q290,",信息审核,2017款 1.6L 自动 尊享型
吉利汽车,星越,2020-06-22,,吉利星越车机系统升级软件后卡顿严重,486931,"O348,",处理反馈,2019款 350T 耀星者
东风标致,标致408,2020-06-22,,东风标致408行驶中发动机缺缸抖动,486930,"A24,A34,A14,N318,",处理反馈,2016款 1.6T 自动 豪华版
吉利汽车,星越,2020-06-22,,吉利星越车机黑屏操作版本与宣传不符,486927,"H155,M279,",处理反馈,2019款 300T 耀星者
吉利汽车,帝豪GL,2020-06-22,,吉利帝豪GL分离轴承损坏导致离合器沉重,486925,"C181,",用户评分,2017款 1.3T 手动 精英型
东风雪铁龙,C4世嘉,2020-06-22,,东风雪铁龙C4世嘉发动机有烧机油的现象,486924,"A63,",处理反馈,2016款 1.6L 自动 舒适型 悦心版
众泰汽车,众泰T300,2020-06-22,,众泰T300天窗震动 左侧后视镜转向灯不亮,486922,"H89,H82,",处理反馈,2017款 1.5L 手动 尊享型
长安铃木,奥拓,2020-06-22,,长安铃木奥拓出现事故导致发动机舱自燃,486920,"H103,H40,",处理反馈,2016款 1.0L 自动 豪华炫动版
上汽大众,朗逸,2020-06-22,,上汽大众朗逸发动机故障灯亮4S店无法解决,486918,"A34,I295,J298,",处理反馈,2019款 1.5L 自动 舒适版 国VI
吉利汽车,博越,2020-06-22,,吉利博越车机系统及功能与宣传时不符,486915,"M279,",用户评分,2020款 1.8TD DCT 智领PRO
一汽-大众,宝来,2020-06-22,,一汽大众宝来行驶过程中发动机自动熄火,486914,"A14,",处理反馈,2019款 改款 280TSI DSG 精英型 国VI
一汽奔腾,奔腾T77,2020-06-22,,一汽奔腾T77排气管严重生锈4S店拒绝更换,486906,"H30,I297,",信息审核,2020款 PRO 280 TID 自动 尊享型
东风雪铁龙,雪铁龙C4L,2020-06-22,,东风雪铁龙C4L高压油泵故障导致启动困难,486905,"A44,H78,",处理反馈,2013款 1.6THP 自动 劲智版
上汽大众,途观,2020-06-22,,上汽大众途观低速转弯时异响希望处理,486904,"D59,",信息审核,2016款 300TSI 自动 四驱 风尚视野版
一汽-大众奥迪,奥迪Q5L,2020-06-22,,一汽大众奥迪Q5L部分批次无主动进气格栅,486903,"M279,",信息审核,2020款 40 TFSI 荣享时尚型
东风日产,天籁,2020-06-22,,东风日产天籁多媒体死机倒车影像不显示,486902,"H134,H168,",用户评分,2020款 2.0L XL 舒适版
吉利汽车,星越,2020-06-22,,吉利星越车机卡顿升级后未解决要求升级硬件,486901,"O348,",处理反馈,2019款 300T 耀星者
上汽大众,桑塔纳,2020-06-22,,上汽大众桑塔纳车灯漏水 发动机异响,486900,"A9,H82,",信息审核,2019款 1.5L 手动 风尚版 国VI
吉利汽车,星越,2020-06-22,,吉利星越车机死机系统升级承诺不兑现,486899,"H155,L314,",处理反馈,2019款 350T 耀星者
长城汽车,哈弗H2,2020-06-22,,长城哈弗H2转向机异响要求厂家保修处理,486897,"D59,I297,",处理反馈,2017款 1.5T 自动 两驱精英型 蓝标
东风本田,本田UR-V,2020-06-22,,东风本田UR-V发动机怠速抖动 方向盘抖动,486893,"A35,D80,",处理反馈,2017款 240TURBO 两驱 经典版 国VI
吉利汽车,博越,2020-06-22,,吉利博越4S店销售新车收取定位服务费,486892,"K307,K325,M315,",处理反馈,2018款 1.8TD 自动 两驱 智联型 4G互联版
东风雪铁龙,天逸 C5 AIRCROSS,2020-06-22,,东风雪铁龙天逸C5 AIRCROSS汽油泵损坏,486891,"A34,A44,H78,H90,",用户评分,2020款 360THP 悦享型
长安标致雪铁龙DS,DS6,2020-06-22,,长安标致雪铁龙DS6发动机烧机油反复拖延,486889,"A63,I282,",信息审核,2014款 1.6T 豪华版THP160
吉利汽车,帝豪,2020-06-22,,吉利帝豪发动机正时盖渗油更换正时盖未解决,486883,"A12,J298,",用户评分,2014款 1.3T 手动 尊贵型 三厢
一汽大众,捷达VS5,2020-06-22,,捷达VS5导水槽漏水导致涡轮生锈严重,486879,"H79,H109,",处理反馈,2019款 280TSI 自动 荣耀型
上汽集团,名爵HS,2020-06-22,,上汽名爵HS经销商出售问题车不退还订金,486877,"K309,M284,",处理反馈,无
吉利汽车,博越,2020-06-22,,吉利博越挡位灯与宣传不符厂家不回复,486876,"I294,M279,",处理反馈,2020款 1.8TD DCT 智领PRO
上汽集团,荣威RX5 MAX,2020-06-22,,上汽荣威RX5 MAX系统信息与实际不符,486875,"M284,M279,",处理反馈,2019款 300TGI 自动 4G互联豪华版
一汽奔腾,奔腾B50,2020-06-22,,一汽奔腾B50空调系统故障厂家未回复,486873,"H101,I294,",信息审核,2016款 1.6L 手动 豪华型
奥迪（进口）,奥迪Q7,2020-06-22,,奥迪Q7两前车窗升降失灵影响正常使用,486872,"H67,",信息审核,2019款 55 TFSI S line运动型
广汽乘用车,传祺GS7,2020-06-22,,广汽传祺GS7发动机冷却液减少要求解决,486871,"A191,",处理反馈,2017款 320T 两驱 豪华智联型
江铃福特,领界,2020-06-22,,江铃福特领界发动机异响希望尽快处理,486869,"A9,",处理反馈,2019款 EcoBoost 145 CVT 尊领型 国VI
长安马自达,马自达3 昂克赛拉,2020-06-22,,长安马自达昂克赛拉中控台屏幕右上角脱胶,486868,"H168,",处理反馈,2016款 1.5L 自动 豪华型 三厢
长安汽车,长安CS55,2020-06-22,,长安CS55轮毂氧化脱皮存在质量问题,486866,"H243,",处理反馈,2017款 1.5T 手动 炫动型
上汽大众,途观L,2020-06-22,,上汽大众途观L天窗堵塞漏水气囊故障灯亮,486863,"H103,H90,",信息审核,2018款 330TSI 自动 两驱 豪华版
上汽集团,名爵6,2020-06-22,,上汽名爵6事故维修售后承诺给予补偿未兑现,486861,"J300,L314,N321,",用户评分,2017款 20T 手动 豪华智联版 国V
吉利汽车,星越,2020-06-22,,吉利星越车机系统升级后死机卡顿严重,486860,"H155,O348,",处理反馈,2019款 350T 暗夜骑士限量版
一汽-大众,迈腾,2020-06-22,,一汽大众迈腾车漆多处腐蚀4S店拒绝处理,486859,"H81,I292,",用户评分,2019款 330TSI DSG 豪华型 国VI
吉利汽车,远景,2020-06-22,,吉利远景倒车影像花屏4S店不回复,486855,"H134,",处理反馈,2020款 1.5L 手动 亚运版
上汽大众,途安,2020-06-22,,上汽大众途安变速箱顿挫厂家否认质量问题,486852,"B19,I292,",用户评分,2011款 1.4TSI DSG 智雅版 5座
奇瑞汽车,艾瑞泽7,2020-06-22,,奇瑞艾瑞泽7加速时空调压缩机异响,486851,"H101,",处理反馈,2015款 1.6L CVT 致享版
长安汽车,逸动XT,2020-06-22,,长安逸动XT排气管无隔热瓦导致车内高温,486849,"Q322,",处理反馈,2018款 1.6L GDI 自动 锐潮型 国V
吉利汽车,星越,2020-06-22,,吉利星越车机黑屏死机宣传与实车搭载不符,486847,"H155,M279,",处理反馈,2019款 350T 驭星者
一汽红旗,红旗H5,2020-06-22,,一汽红旗H5手机端更新后 无法与车机互联,486845,"H155,O348,",信息审核,2019款 30TD 智联韵动版
一汽丰田,RAV4荣放,2020-06-22,,一汽丰田RAV4荣放机油增多要求处理,486844,"A339,",信息审核,2020款 2.5L CVT 四驱 精英版 双擎
英菲尼迪（进口）,英菲尼迪Q50,2020-06-22,,英菲尼迪Q50发动机灯亮 启停系统故障,486842,"A34,H263,",信息审核,2014款 2.0T 舒适版
奇瑞汽车,捷途X70,2020-06-22,,捷途X70车门螺丝生锈希望得到处理,486841,"H79,",处理反馈,2020款 1.5T DCT 悦行版 7座
一汽丰田,卡罗拉,2020-06-22,,一汽丰田卡罗拉掉毂掉漆氧化希望处理,486838,"H243,",信息审核,2011款 1.8 CVT GL-i
吉利汽车,星越,2020-06-22,,吉利星越出现死机现象系统版本不符,486830,"H155,M279,",处理反馈,2019款 350T 驭星者
一汽丰田,奕泽IZOA,2020-06-22,,一汽丰田奕泽IZOA副驾侧异响4S店未解决,486825,"H164,H93,J301,J303,",信息审核,2018款 2.0L 奕驰版 国VI
吉利汽车,博越,2020-06-22,,吉利博越后防撞梁材料存在不同程度缩水,486824,"M279,Q322,",用户评分,2020款 1.8TD DCT 智慧PRO
上汽通用五菱,宝骏630,2020-06-22,,宝骏630车门生锈多次维修无法解决,486821,"H79,",处理反馈,2011款 1.5L 手动 舒适型
广汽本田,凌派,2020-06-22,,广汽本田凌派变速箱渗油4S店不予索赔,486820,"B22,I297,",处理反馈,2015款 1.8 自动 豪华版
东风乘用车,风神AX7,2020-06-22,,东风风神AX7发动机冷启动异响4S店无法解决,486819,"A9,I295,",处理反馈,2018款 1.6T 自动 豪华型
一汽丰田,亚洲龙,2020-06-22,,一汽丰田亚洲龙发动机机油增多要求解决,486818,"A339,",信息审核,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ
一汽-大众,高尔夫,2020-06-22,,一汽大众高尔夫主驾侧车门接触开关损坏,486817,"H234,",处理反馈,2017款 1.6L 自动 舒适百万辆纪念版
吉利汽车,缤越,2020-06-22,,吉利缤越车辆停放后出现多处故障无法行驶,486812,"H49,",用户评分,2019款 260T DCT 骑士 国VI
长安马自达,马自达3 昂克赛拉,2020-06-22,,长安马自达昂克赛拉高速共振 后视镜打不开,486810,"H268,H211,",处理反馈,2017款 1.5L 自动 尊贵型 三厢 国V
广汽本田,飞度,2020-06-22,,广汽本田飞度发动机启动异响 变速箱顿挫,486809,"A9,B19,",处理反馈,2014款 1.5L CVT SE时尚型
北京现代,领动,2020-06-21,,北京现代领动起步时变速器异响顿挫明显,486807,"B33,B19,",用户评分,2018款 1.4T 双离合 炫动·活力型
东风标致,标致308,2020-06-21,,东风标致308变速箱顿挫 故障灯亮 无法提速,486805,"B19,B96,B334,",用户评分,2013款 1.6L 自动 优尚型
北京奔驰,奔驰C级,2020-06-21,,北京奔驰C级4S店服务态度差 维修技术差,486802,"I293,J303,O305,O324,",信息审核,2019款 C 260 运动版
东风标致,标致408,2020-06-21,,东风标致408固特异轮胎开裂鼓包,486800,"F100,",用户评分,2015款 1.2T 自动 豪华版
东风本田,本田XR-V,2020-06-21,,东风本田XR-V发动机挂挡后抖动 刹车异响,486799,"A24,E43,",处理反馈,2017款 1.8L EXi CVT 舒适版
一汽-大众,探岳,2020-06-21,,一汽大众探岳变速箱降挡是异响严重,486798,"B33,",处理反馈,2019款 330TSI 两驱 豪华型 国Ⅵ
奇瑞新能源,瑞虎3xe,2020-06-21,,奇瑞瑞虎3xe电池电量消耗速度过快,486795,"H343,",厂家受理,2018款 480 畅行版
吉利汽车,吉利GX7,2020-06-21,,吉利GX7转向系统漏油 4S店服务态度差,486793,"D58,N320,",用户评分,2014款 1.8L 手动 超值版
一汽-大众,迈腾,2020-06-21,,一汽大众迈腾变速箱机电控制单元损坏,486792,"B84,",处理反馈,2015款 1.8TSI 豪华型
吉利汽车,星越,2020-06-21,,吉利星越车机死机车机系统与宣传不符,486782,"H155,M279,",处理反馈,2019款 350T 驭星者
东风悦达起亚,焕驰,2020-06-21,,东风悦达起亚焕驰变速箱顿挫 怠速转速高,486779,"A35,B19,",处理反馈,2019款 1.4L 手动 智享版Value 国VI
一汽-大众,迈腾,2020-06-21,,一汽大众迈腾车内存在刺鼻的异味,486778,"H185,",用户评分,2015款 1.8TSI 豪华型
福田汽车,欧曼,2020-06-21,,福田欧曼行驶过程中后桥异响严重,486777,"G158,",信息审核,2008款 BJ5203VKCJP
吉利汽车,博越,2020-06-21,,吉利博越行驶过程中转向和底盘出现异响,486772,"D59,G56,",用户评分,2020款 1.8TD DCT 智尊PRO
一汽大众,捷达VS5,2020-06-21,,捷达VS5发动机抖动故障灯亮发动机舱漏水,486770,"A24,A34,H109,",用户评分,2019款 280TSI 自动 荣耀型
吉利汽车,星越,2020-06-21,,吉利星越车机死机系统版本与宣传不符,486768,"H155,M279,",用户评分,2019款 350T 暗夜骑士限量版
吉利汽车,星越,2020-06-21,,吉利星越车机版本升级后依然卡顿,486766,"O348,",处理反馈,2019款 350T 驭星者
林肯（进口）,林肯MKX,2020-06-21,,林肯MKX经销商收取续保押金不退还,486762,"K309,",信息审核,2017款 2.0T 四驱 尊雅版
东风悦达起亚,起亚K3,2020-06-21,,东风悦达起亚K3前挡风玻璃开裂 变速箱脱挡,486760,"B246,H113,",处理反馈,2016款 1.6L 自动 GLS
长城汽车,哈弗H8,2020-06-21,,哈弗H8天窗排水管堵塞电器控制模块浸水失灵,486758,"H90,",处理反馈,2015款 2.0T 两驱 标准型 5座
北京现代,名图,2020-06-21,,北京现代名图天窗异响 转向异响,486757,"D59,H89,",处理反馈,2017款 1.6T 自动 智能型 GLS
东风标致,标致3008,2020-06-21,,东风标致3008米其林轮胎出现开裂的现象,486756,"F100,",处理反馈,2016款 2.0L 自动 潮流版
